Column1,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,country,sector,industry,asOfDate,periodType,ForwardPeRatio,MarketCap2,PbRatio,PeRatio,PsRatio,forwardPE,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,fiveYearAvgDividendYield,PegRatio,openInterest,yield,ytdReturn,totalAssets,expireDate,strikePrice,navPrice,volume24Hr,volumeAllCurrencies,circulatingSupply,maxSupply,startDate,0,O&G,Renewable
AEI000201014,1,4,0.4105,0.4047,0.391,0.422,0.4105,0.4047,0.391,0.422,,,,0,0.67616,19.995,281122,281122,867873,362180,362180,0,0,1100,800,74931664,0.37,2.428,1.4563907,0.47496,0.82418,0,0,USD,,,,,,FALSE,China,Technology,Computer Hardware,01/10/2022,TTM,,76861773,0.211308,20.51,1.418079,,-195005563,-22.540306,-3.790177,,,,,,,,,,,,,,,,0,0
MX01CU010003,1,2,37.02,0,0,0,37.02,0,0,0,0.85,0.0231,02/08/2022 01:00,0.2724,0.729876,22.598766,0,0,1179003,1254848,1254848,36.59,36.84,0,0,1.31E+11,0,55.99,3.04884,41.6022,46.06625,0.421,0.011372231,MXN,,,,,,FALSE,Mexico,Consumer Defensive,Beverages—Wineries & Distilleries,07/10/2022,TTM,19.9203,1.32E+11,2.354629,23.348101,3.07215,22.460123,1.44E+11,15.201207,3.332757,,,,,,,,,,,,,,,,0,0
TRASASAW91E4,1,2,85.2,85.25,83.85,89.3,85.2,85.25,83.85,89.3,,,17/06/2019 01:00,0,0.498065,33.54962,33230900,33230900,30979755,47899055,47899055,87.95,88,0,0,1.94E+11,13.23,89.3,7.760324,55.8758,37.80395,0,0,TRY,,,,,,FALSE,Turkey,Consumer Cyclical,Textile Manufacturing,01/10/2022,TTM,,1.51E+11,15.925336,26.846694,6.0211,,1.69E+11,118.677177,6.768491,,,,,,,,,,,,,,,,0,0
US46187W1071,1,2,34.26,34.27,33.63,34.59,34.26,34.27,33.63,34.59,0.88,0.026099999,08/08/2022 01:00,1.3684,0.902516,59.12281,4198775,4198775,5517690,5094600,5094600,33.35,0,800,1300,20654661632,33.15,45.8,9.777641,37.2336,38.842,0.83,0.024226503,USD,,,,,,FALSE,United States,Real Estate,REIT—Residential,07/10/2022,TTM,39.6825,20569128933,2.008961,59.122807,9.533732,44.933334,28050351933,22.029372,13.23525,1.81,2.9698,,,,,,,,,,,,,,0,0
US83304A1060,1,2,11.2,11.3,11.27,11.85,11.2,11.3,11.27,11.85,,,,0,0.968437,,31544788,31544788,54062034,26344770,26344770,11.3,11.35,3000,27000,18715809792,9.34,79.3,4.1233406,10.9682,24.1214,0,0,USD,,,,,,FALSE,United States,Communication Services,Internet Content & Information,06/10/2022,TTM,29.8507,18468422144,5.362867,,3.971574,29.868422,17800517144,-29.766701,3.921689,,5.2168,,,,,,,,,,,,,,0,0
ID1000090301,1,2,2450,2450,2420,2480,2450,2450,2420,2480,14.77,0.006,27/04/2022 01:00,2.487,0.991873,284.0779,17079100,17079100,14767350,16568970,16568970,2450,2480,0,0,2.15E+14,1700,2781.25,80664.5,2393.45,2359.675,0.001,4.08E-07,IDR,,,,,,FALSE,Indonesia,Basic Materials,Specialty Chemicals,07/10/2022,TTM,,2.12E+14,4.790987,280.486652,5.117206,54.45762,2.03E+14,1526055.895,76196.53511,,,,,,,,,,,,,,,,0,0
SE0011205202,1,2,164.3,162,158.6,162.6,164.3,162,158.6,162.6,0.8,0.0049,28/04/2022 01:00,0.3019,1.550278,56.466434,37456,37456,195262,528176,528176,159.6,159.9,0,0,21644431360,150.6,585,8.654989,254.224,298.5485,0.8,0.004869142,SEK,,,,,,FALSE,Sweden,Healthcare,Medical Devices,06/10/2022,TTM,,22010168375,1.377616,61.320755,8.320384,33.927814,23909168375,45.512405,9.560593,,,,,,,,,,,,,,,,0,0
SA13L050IE10,1,2,65.3,65.7,64.6,65.8,65.3,65.7,64.6,65.8,2,0.0306,14/07/2022 01:00,0.4416,0.68421,18.46154,1763483,1763483,2372385,3666203,3666203,65.1,65.1,0,0,2.88E+11,59.6,82,9.785555,68.332,69.54,2,0.03062787,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,06/10/2022,TTM,,2.88E+11,1.786387,18.461538,8.809606,12.831683,,,,3.44,,,,,,,,,,,,,,,0,0
SA12BG50V917,1,2,47.7,47.7,47.5,48.7,47.7,47.7,47.5,48.7,4.5,0.0943,16/06/2022 01:00,1.1194,0.740712,17.873135,441934,441934,692682,544779,544779,48.1,48.15,0,0,26943750144,44,86.5,3.483682,50.059,58.9245,3,0.06289308,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,22.2717,26943750000,1.904028,17.873134,2.848995,20.646553,24253681000,8.003857,2.564551,5.32,,,,,,,,,,,,,,,0,0
SA123GA0ITH7,1,2,72.6,72.9,72.2,73.3,72.6,72.9,72.2,73.3,,,,0,0.744582,18.095238,1647475,1647475,3924256,3144446,3144446,72.7,72.8,0,0,1.78E+11,34.2,80.3,4.934933,67.908,59.126,0,0,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Other Industrial Metals & Mining,07/10/2022,TTM,,1.78E+11,4.236004,18.584299,4.934938,18.753246,2.12E+11,11.226524,5.887165,,,,,,,,,,,,,,,,0,0
SA1210540914,1,2,171.6,172.6,169.2,172.8,171.6,172.6,169.2,172.8,4.5,0.026800001,03/07/2022 01:00,0.9825,0.325332,37.117905,77558,77558,151334,75845,75845,169.6,170,0,0,20400001024,126.6,184.4,1.7020192,165.52,160.302,0,0,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Insurance—Specialty,07/10/2022,TTM,,20400000000,5.163787,37.117904,1.70133,19.517796,19882246000,,1.664601,,,,,,,,,,,,,,,,0,0
SA122050HV19,1,2,37.8,37.8,37.7,38.1,37.8,37.8,37.7,38.1,0.85,0.0224,01/08/2022 01:00,0.5139,0.40325,25.821918,1643328,1643328,5126096,5139807,5139807,37.8,37.85,,,75400003584,22.2,42.45,12.389033,37.426,34.9551,0.85,0.022486774,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,06/10/2022,TTM,,75400000000,2.39615,25.832587,10.496755,15.974577,,,,,,,,,,,,,,,,,,,0,0
SA000A0BLA62,1,2,170.4,172,171.8,178.4,170.4,172,171.8,178.4,7.5,0.044,09/08/2022 01:00,0.9278,0.56308,22.166876,325370,325370,180990,173262,173262,177.8,178,0,0,21360001024,141.6,211,2.416299,171.264,181.669,7.5,0.044014085,SAR,,,,,,FALSE,Saudi Arabia,Consumer Cyclical,Specialty Retail,07/10/2022,TTM,19.5313,21360000000,12.53085,22.166874,2.416299,19.411123,21809187000,18.398539,2.467112,4.71,,,,,,,,,,,,,,,0,0
SA11U0S23612,1,2,17.4,17.4,16.8,17.6,17.4,17.4,16.8,17.6,,,16/05/2018 01:00,0,0.369195,45.675674,8817863,8817863,14063307,12303484,12303484,16.98,16.98,0,0,18251999232,8.62,17.92,4.9763274,14.3984,11.9822,0,0,SAR,,,,,,FALSE,Saudi Arabia,Real Estate,Real Estate—Development,07/10/2022,TTM,,18252000000,0.937287,46.944444,4.976328,35.208332,21404750000,36.343794,5.835911,,,,,,,,,,,,,,,,0,0
SA120GAH5617,1,2,14.92,15.04,14.9,15.26,14.92,15.04,14.9,15.26,,,25/04/2018 01:00,0,1.123452,5.8301163,10274420,10274420,8034047,10364187,10364187,15.14,15.16,0,0,25232101376,13.18,34.65,0.44348618,16.7356,22.06695,0,0,SAR,,,,,,FALSE,Saudi Arabia,Energy,Oil & Gas Refining & Marketing,07/10/2022,TTM,15.2439,25232100000,2.397782,6.100926,0.332001,11.268657,66231862000,9.167719,1.164109,,,,,,,,,,,,,,,,1,0
SA000A0MQCJ2,1,2,14.28,14.2,14.16,14.42,14.28,14.2,14.16,14.42,,,,0,0.985294,14.059406,3373855,3373855,3726438,3035733,3035733,14.18,14.26,,,21299998720,12.5,24.06,1.5726658,14.8428,17.6102,0,0,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,18.9394,21300000000,1.250226,14.489796,1.572666,18.933332,32043915000,7.499828,2.365933,,,,,,,,,,,,,,,,0,0
SA000A0KFKK0,1,2,42.4,42.7,42.55,44.5,42.4,42.7,42.55,44.5,3.25,0.076,13/07/2022 01:00,0.2326,0.649767,6.821706,3834061,3834061,2398581,3012690,3012690,44.35,44.4,0,0,32266651648,38.05,60,2.8833833,47.456,48.46825,3.25,0.07665094,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,12.7389,32266652000,2.064329,6.821705,2.857277,10.401891,32991583000,4.899715,2.948164,,,,,,,,,,,,,,,,0,0
SA000A0LE310,1,2,46.35,46.35,46.25,47.1,46.35,46.35,46.25,47.1,2.2,0.0475,11/12/2022 00:00,0.8644,0.474071,18.531746,606358,606358,668177,816401,816401,46.85,46.9,0,0,12142000128,42.85,75,3.580545,49.874,57.9595,1.083,0.023365695,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,22.2222,12142000000,3.337913,18.559976,3.576353,20.572687,13351493000,14.744543,3.937211,4.71,,,,,,,,,,,,,,,0,0
SA000A0KDVM8,1,2,10.32,10.38,10.12,10.4,10.32,10.38,10.12,10.4,,,,0,0.666408,,2098472,2098472,2224999,1637965,1637965,10.18,10.2,0,0,11514633216,9.28,13.32,31.517841,10.277,11.0932,0,0,SAR,,,,,,FALSE,Saudi Arabia,Real Estate,Real Estate—Development,06/10/2022,TTM,,11695996560,1.565432,,36.016048,,17692871560,-31.786152,48.428907,,,,,,,,,,,,,,,,0,0
SA000A0HNF36,1,2,47.7,47.7,47.5,48.7,47.7,47.7,47.5,48.7,4.5,0.0943,16/06/2022 01:00,1.1194,0.740712,17.873135,441934,441934,692682,544779,544779,48.1,48.15,0,0,26943750144,44,86.5,3.483682,50.059,58.9245,3,0.06289308,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,22.2717,26943750000,1.904028,17.873134,2.848995,20.646553,24253681000,8.003857,2.564551,5.32,,,,,,,,,,,,,,,0,0
SA000A0DM9P2,1,2,35.55,35.6,35.15,35.85,35.55,35.6,35.15,35.85,0.85,0.0239,24/05/2022 01:00,0.512,0.528932,20.952381,427845,427845,918054,924511,924511,35.15,35.25,0,0,26802827264,29.2,44.7,1.7618028,37.511,36.806,0.85,0.023909988,SAR,,,,,,FALSE,Saudi Arabia,Communication Services,Telecom Services,07/10/2022,TTM,21.0526,27104000000,1.771925,21.204819,1.781599,18.051283,38541709000,6.656027,2.533423,,,,,,,,,,,,,,,,0,0
SA0007879105,1,2,30.7,30.85,30.5,31.3,30.7,30.85,30.5,31.3,0.95,0.0309,30/06/2022 01:00,0.5723,0.638931,18.704819,742641,742641,633528,601057,601057,30.9,31.05,,,46574997504,21.1,36.25,9.04162,31.159,29.3651,0.95,0.030944625,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,05/10/2022,TTM,,46050000000,1.484132,18.493976,7.737839,12.370518,,,,3.72,,,,,,,,,,,,,,,0,0
SA000A0ETHT1,1,2,56,56,55.1,56.4,56,56,55.1,56.4,1,0.0179,13/04/2022 01:00,0.6135,0.310371,33.987732,575493,575493,324479,354268,354268,55.2,55.3,0,0,55067103232,46.25,56.4,3.1806717,53.116,51.34875,1,0.017857144,SAR,,,,,,FALSE,Saudi Arabia,Consumer Defensive,Packaged Foods,07/10/2022,TTM,,55067115250,3.47701,33.98773,3.1999,26.893206,65799024250,15.3263,3.800547,1.64,,,,,,,,,,,,,,,0,0
SA0007879170,1,2,14.14,14.2,14.1,14.42,14.14,14.2,14.1,14.42,,,09/04/2015 01:00,0,0.912538,7.367876,7073369,7073369,3428200,4315005,4315005,14.28,14.26,0,0,9511957504,13.26,27.4,2.2520971,15.6624,19.1165,0,0,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,6.1767,9511957080,0.998024,7.40625,2.252097,8.219653,12523279080,4.796704,2.965072,,,,,,,,,,,,,,,,0,0
SA000A0B89Q3,1,2,23.2,23.24,23.2,23.66,23.2,23.24,23.2,23.66,1.5,0.0647,03/07/2022 01:00,1.0562999,0.916021,16.43662,2715901,2715901,1820011,1953983,1953983,23.32,23.44,0,0,17617031168,22.06,42.25,-7.1738763,25.4684,30.4469,1.5,0.06465517,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Specialty Chemicals,07/10/2022,TTM,10.2775,17617032000,1.545834,16.43662,2.379335,13.491329,17177147000,9.37674,,4.42,,,,,,,,,,,,,,,0,0
SA0007879162,1,2,29.3,29.3,29.05,29.7,29.3,29.3,29.05,29.7,0.2,0.0068,17/05/2022 01:00,0.2985,0.408668,44.179104,1081025,1081025,659421,614548,614548,29.55,29.6,0,0,15786953728,27.5,39,0.5805672,31.916,34.11075,0.2,0.006825939,SAR,,,,,,FALSE,Saudi Arabia,Consumer Defensive,Packaged Foods,06/10/2022,TTM,,15626951218,1.892823,43.731343,0.57537,17.209303,26784728218,11.458438,0.985012,,,,,,,,,,,,,,,,0,0
SA000A0D9HK3,1,2,50.3,50,50,50.6,50.3,50,50,50.6,,,27/04/2020 01:00,0,0.817724,25.876287,469880,469880,1070542,1211260,1211260,50.2,50.3,0,0,50200002560,30.862507,60.4,11.6923275,50.464,46.054005,0,0,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,06/10/2022,TTM,,50199987450,3.981934,26.490765,10.322551,21.731602,,,,,,,,,,,,,,,,,,,0,0
US3024913036,1,2,112.04,111.47,111.11,113.32,112.04,111.47,111.11,113.32,2.12,0.0189,29/09/2022 01:00,0.3456,0.79882,18.692822,791683,791683,746376,1060390,1060390,100.47,0,800,800,14103629824,87.42,140.99,2.6066184,109.4386,115.4597,2.07,0.018475544,USD,,,,,,FALSE,United States,Basic Materials,Agricultural Inputs,06/10/2022,TTM,13.6054,14112476498,4.539963,18.704508,2.640582,13.329762,17407776498,14.662885,3.217287,1.47,1.5108,,,,,,,,,,,,,,0,0
SA0007879048,1,2,33.6,33.8,33.1,34.15,33.6,33.8,33.1,34.15,1.04,0.031,31/07/2022 01:00,0.2571,0.897058,16.214287,969607,969607,971635,1122663,1122663,33.85,34.1,,,1.02E+11,26.2,42.9,9.13066,35.05,35.00575,1.04,0.030952381,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,06/10/2022,TTM,,1.02E+11,2.065723,16.214286,8.499423,12.204301,,,,3.81,,,,,,,,,,,,,,,0,0
SA0007879089,1,2,41.05,41.3,40.1,41.3,41.05,41.3,40.1,41.3,1.1,0.026800001,14/07/2022 01:00,0.5181,0.91486,24.156626,554594,554594,866418,920344,920344,40.65,40.7,0,0,82397077504,28.75,46.5,10.422601,40.659,40.09725,0.91,0.022168089,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,06/10/2022,TTM,,82397260332,1.531334,24.156627,9.806566,12.935484,,,,,,,,,,,,,,,,,,,0,0
SA0007879550,1,2,26.15,26.15,25.8,26.15,26.15,26.15,25.8,26.15,0.7,0.026800001,18/05/2022 01:00,0.45450002,0.425696,16.85065,770458,770458,1260522,1052379,1052379,25.95,26,0,0,1.08E+11,21.74,31,1.5370979,25.423,25.5546,0.7,0.026768642,SAR,,,,,,FALSE,Saudi Arabia,Utilities,Utilities—Regulated Electric,06/10/2022,TTM,,1.09E+11,0.431159,16.980519,1.548946,6.9946094,2.12E+11,5.793241,3.014224,3.45,,,,,,,,,,,,,,,0,0
SA0007879113,1,2,84.8,85,84.2,85.2,84.8,85,84.2,85.2,,,07/07/2021 01:00,0,0.736068,20.486616,2064765,2064765,4703942,4424841,4424841,84.7,84.8,0,0,3.37E+11,78.5,117.4,13.368226,87.106,93.446,0,0,SAR,,,,,,FALSE,Saudi Arabia,Financial Services,Banks—Regional,06/10/2022,TTM,,3.37E+11,4.11167,20.906269,12.266283,16.94165,,,,,,,,,,,,,,,,,,,0,0
SA0007879121,1,2,92.4,92.5,92.2,95.6,92.4,92.5,92.2,95.6,4.5,0.0475,12/09/2022 01:00,0.48080003,0.581269,11.382212,3968232,3968232,2421962,3194653,3194653,95.2,95.3,0,0,2.84E+11,86.1,141.4,1.395718,98.06,113.4295,4.5,0.048701297,SAR,,,,,,FALSE,Saudi Arabia,Basic Materials,Chemicals,07/10/2022,TTM,13.8504,2.84E+11,1.572601,11.382212,1.39602,13.413597,2.75E+11,5.077089,1.352741,3.79,,,,,,,,,,,,,,,0,0
IL0011323156,1,2,7175,7290,7070,7519,7175,7290,7070,7519,4.15,0.0579,06/09/2022 01:00,0.3155,0.871904,7.632979,132190,132190,71063,94803,94803,7261,7278,112700,187600,7262893568,89.62,9757,1.53305,8054.38,8320.267,3.161,0.000440558,ILA,,,,,,FALSE,Israel,Real Estate,Real Estate—Development,05/10/2022,TTM,,7262870431,1.669551,7.632979,1.530443,,15127072431,9.665163,3.193019,4.19,,,,,,,,,,,,,,,0,0
INE047A01021,1,2,1683.1,1675,1655,1702.9,1683.1,1675,1655,1702.9,5,0.003,11/08/2022 01:00,0.0444,0.673761,15.08038,688593,688593,828993,647877,647877,0,0,0,0,1.12E+12,1276.6,1929.8,1.0766983,1660.908,1596.4843,0,0,INR,,,,,,FALSE,India,Basic Materials,Building Materials,06/10/2022,TTM,,1.11E+12,1.46456,14.956035,1.078088,40.14897,1.67E+12,9.101707,1.630271,0.59,,,,,,,,,,,,,,,0,0
INE121A01024,1,2,728.7,731.45,724.8,739,728.7,731.45,724.8,739,2,0.0027,22/07/2022 01:00,0.0689,0.997678,25.401447,1025269,1025269,1597069,1697297,1697297,0,0,0,0,6.06E+11,469.25,817.75,11.549739,770.034,689.993,0,0,INR,,,,,,FALSE,India,Financial Services,Credit Services,03/10/2022,TTM,24.2131,6.02E+11,5.111586,25.230875,9.808572,,,,8.157154,0.47,,,,,,,,,,,,,,,0,0
TH6068010Y02,1,2,36.5,36.5,35.25,36.5,36.5,36.5,35.25,36.5,0.37,0.0101,28/04/2022 01:00,0.1555,1.047987,15.021008,8912492,8912492,12621844,18028720,18028720,35.5,35.75,0,0,79061483520,34,64.25,5.6553373,43.12,48.71875,0.37,0.010136986,THB,,,,,,FALSE,Thailand,Financial Services,Credit Services,07/10/2022,TTM,11.4025,77380000000,2.882981,15.336134,5.096728,10.932722,,,9.001585,0.52,,,,,,,,,,,,,,,0,0
NO0010631567,1,2,100.8,102,101,102.1,100.8,102,101,102.1,6,0.0587,29/04/2022 01:00,0.7514,1.115532,8.547297,39892,39892,159308,214752,214752,101,101.2,,,25878863872,98.65,142.7,3.8293672,112.441,121.53425,6,0.059523806,NOK,,,,,,FALSE,Norway,Financial Services,Banks—Regional,05/10/2022,TTM,6.5531,26134581547,0.962919,8.439306,4.14046,7.660863,,,,,,,,,,,,,,,,,,,0,0
US2067871036,1,4,3.55,3.5,3.46,3.545,3.55,3.5,3.46,3.545,,,,0,1.663204,8.261905,438899,438899,864325,700080,700080,0,0,3200,3100,748808704,3.31,7.21,0.18809563,4.073,4.69935,0,0,USD,,,,,,FALSE,United States,Technology,Information Technology Services,06/10/2022,TTM,,766073354,0.625366,8.068182,0.192569,8.463415,1787073354,3.365487,0.448901,,,,,,,,,,,,,,,,0,0
CNE1000057N3,1,3,8.76,8.35,8.33,8.63,8.76,8.35,8.33,8.63,1.18,0.1342,24/05/2022 01:00,0.45990002,0.491486,3.479508,362200,362200,478029,409229,409229,8.48,8.5,,,30591336448,7.62,15.22,0.9527297,9.3886,11.349462,1,0.11415525,HKD,,,,,,FALSE,China,Basic Materials,Building Materials,07/10/2022,TTM,,31564197994,0.632185,3.664535,0.514163,3.2653847,37622239146,4.292294,1.171699,,,,,,,,,,,,,,,,0,0
US7005171050,1,2,12.11,11.94,11.825,12.255,12.11,11.94,11.825,12.255,0.04,0.0033,29/09/2022 01:00,,1.969417,,2165972,2165972,3174251,4616610,4616610,11.01,0,2200,2200,2684625408,10.98,21.62,1.308297,14.0764,16.85435,0.02,0.001651528,USD,,,,,,FALSE,United States,Real Estate,REIT—Hotel & Motel,06/10/2022,TTM,12.6103,2722844491,0.628978,5.444444,1.386619,15.113923,6882844491,14.369195,3.360764,,,,,,,,,,,,,,,,0,0
US43283X1054,1,2,36.28,36.05,35.63,36.65,36.28,36.05,35.63,36.65,,,,0,1.962785,13.225925,311751,311751,565631,855580,855580,0,44.69,900,800,4202817024,32.12,56.33,1.300779,40.1668,44.9475,0,0,USD,,,,,,FALSE,United States,Consumer Cyclical,Resorts & Casinos,06/10/2022,TTM,8.5837,4269901568,2.055802,13.240876,1.233688,9.49734,7786901568,9.461606,2.229288,,,,,,,,,,,,,,,,0,0
GB00BD3VFW73,1,2,211,210.2,209,210.6,211,210.2,209,210.6,0.05,0.0217,25/08/2022 01:00,1.4608,0.677792,52.6,345576,345576,5168560,6823224,6823224,210.2,210.6,0,0,4238865408,165.3,256,2.0430236,223.568,207.3535,0.059,0.000279621,GBp,,,,,,FALSE,United Kingdom,Healthcare,Medical Instruments & Supplies,01/10/2022,TTM,17.5439,4197868726,2.960565,57.398358,2.246057,17.533333,5242196161,15.323578,2.526603,2.12,2.4908,,,,,,,,,,,,,,0,0
JP3247010006,1,2,3100,3095,3090,3155,3100,3095,3090,3155,186,0.06,30/03/2023 01:00,0.75949997,0.049066,25.602287,778300,778300,791237,733880,733880,3125,3140,0,0,4.93E+11,2249,3180,1.4157989,2932.26,2652.035,93,0.03,JPY,,,,,,FALSE,Japan,Industrials,Railroads,05/10/2022,TTM,,4.91E+11,1.261242,25.030625,1.384185,14.082293,7.41E+11,46.136345,2.129476,3.17,,,,,,,,,,,,,,,0,0
BMG0684D1074,1,2,24.16,24.22,24.02,24.22,24.16,24.22,24.02,24.22,1.59,0.064899996,14/09/2022 01:00,,1.688495,3.0237527,50308,50308,40889,75040,75040,0,0,1000,1100,7543820800,23.2578,30.35,0.44292045,25.23572,26.014467,0,0,USD,,,,,,FALSE,Bermuda,Financial Services,Insurance—Diversified,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
INE180A01020,1,2,769.95,770.1,761.55,777.95,769.95,770.1,761.55,777.95,,,19/09/2016 01:00,0,0.778637,90.52816,204407,204407,480314,365092,365092,0,0,0,0,2.66E+11,696.5,1080.7,0.9337998,806.195,821.733,0,0,INR,,,,,,FALSE,India,Financial Services,Insurance—Life,07/10/2022,TTM,,2.66E+11,6.753425,92.099282,0.935752,65.92308,2.66E+11,43.955179,0.93698,,,,,,,,,,,,,,,,0,0
INE376G01013,1,2,291.2,290,281.8,290,291.2,290,281.8,290,0.5,0.0017,30/06/2022 01:00,0.0845,0.580882,47.778717,4808474,4808474,1870320,1860898,1860898,282.85,0,0,0,3.39E+11,273.5,410.7,3.9645042,301.901,335.991,0,0,INR,,,,,,FALSE,India,Healthcare,Biotechnology,07/10/2022,TTM,,3.50E+11,4.146039,49.189189,4.14956,20.905396,3.81E+11,19.867354,4.536273,,,,,,,,,,,,,,,,0,0
INE439L01019,1,2,1570.65,1565.1,1494.5,1565.1,1570.65,1565.1,1494.5,1565.1,10.33,0.0065,23/06/2022 01:00,0.184,0.815835,26.427704,558901,558901,271674,159964,159964,0,0,0,0,2.86E+11,1212.5,2199,2.3822908,1595.127,1567.141,0,0,INR,,,,,,FALSE,India,Basic Materials,Building Materials,07/10/2022,TTM,21.8341,2.95E+11,1.877017,27.972395,2.50088,20.51063,2.80E+11,11.431158,2.381208,,,,,,,,,,,,,,,,0,0
INE463A01038,1,2,615.45,614.7,606.35,627.4,615.45,614.7,606.35,627.4,3.1,0.005,18/08/2022 01:00,0.2877,0.349071,64.32683,1344581,1344581,1011944,852767,852767,0,0,0,0,6.08E+11,543.6,856.95,6.254848,654.298,666.82526,0,0,INR,,,,,,FALSE,India,Basic Materials,Specialty Chemicals,06/10/2022,TTM,,5.98E+11,15.215865,63.204527,6.216328,,6.04E+11,38.559771,6.279558,0.47,,,,,,,,,,,,,,,0,0
INE092T01019,1,2,54.3,54.25,51.9,54.25,54.3,54.25,51.9,54.25,,,23/07/2018 01:00,0,1.218602,26.903553,50878467,50878467,39643298,48162833,48162833,0,0,0,0,3.33E+11,28.95,55.15,2.8054724,47.867,41.8855,0,0,INR,,,,,,FALSE,India,Financial Services,Banks—Regional,06/10/2022,TTM,,3.38E+11,1.602394,27.286432,2.472724,,,,,,,,,,,,,,,,,,,,0,0
INE051B01021,1,2,39.2,39.2,38.6,39.55,39.2,39.2,38.6,39.55,0.05,0.0013,22/09/2022 01:00,0.1176,1.728715,45.647057,5402190,5402190,9223317,8739596,8739596,0,0,0,0,41108598784,23.55,47.2,4.832345,32.871,32.96325,0,0,INR,,,,,,FALSE,India,Technology,Information Technology Services,03/10/2022,TTM,,36552742755,1.330294,40.588235,4.371526,,35994065755,27.082878,4.232718,0.68,,,,,,,,,,,,,,,0,0
INE118A01012,1,2,6613.95,6600.05,6600.05,6844,6613.95,6600.05,6600.05,6844,,,,,,25.21363,5397,5397,5088,4147,4147,6761.85,6812.45,0,0,7.57E+11,1471.85,6844,,3259.1265,2803.0503,40,0.006047823,INR,,,,,,FALSE,,,,07/10/2022,TTM,,7.36E+11,1.71814,17.336697,16.133583,19.951742,,,7.288475,,,,,,,,,,,,,,,,0,0
INE095A01012,1,2,1200.9,1201,1182.5,1217.85,1200.9,1201,1182.5,1217.85,8.5,0.007,11/08/2022 01:00,0.0716,1.614164,16.466278,3338209,3338209,4274836,4297833,4297833,0,0,0,0,9.41E+11,763.2,1275.8,5.5199165,1122.027,964.15326,8.5,0.007078025,INR,,,,,,FALSE,India,Financial Services,Banks—Regional,03/10/2022,TTM,11.8906,9.19E+11,1.774428,16.546222,3.931918,12.563678,,,,,,,,,,,,,,,,,,,0,0
INE172A01027,1,2,112.4,112.5,111.5,112.75,112.4,112.5,111.5,112.75,6,0.0537,08/08/2022 01:00,0.6732,0.588235,13.69645,369346,369346,1094216,1177782,1177782,0,0,0,0,1.11E+11,99.05,149.6,2.3800695,114.302,111.52925,6,0.053380784,INR,,,,,,FALSE,India,Energy,Oil & Gas Refining & Marketing,04/10/2022,TTM,,1.12E+11,6.212471,13.79437,2.406144,,96376148796,8.159587,2.078595,3.82,,,,,,,,,,,,,,,1,0
INE848E01016,1,2,37.95,37.9,37.6,38.4,37.95,37.9,37.6,38.4,1.81,0.0471,10/08/2022 01:00,0.3426,0.2113,7.830579,14043150,14043150,13804374,16641789,16641789,0,0,0,0,3.81E+11,27.05,40.4,3.9836085,36.41,32.40475,0,0,INR,,,,,,FALSE,India,Utilities,Utilities—Renewable,06/10/2022,TTM,,3.86E+11,1.104578,7.925754,4.071613,11.590215,6.49E+11,8.955502,6.846097,5.97,,,,,,,,,,,,,,,0,1
