Column1,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,country,sector,industry,asOfDate,periodType,ForwardPeRatio,MarketCap2,PbRatio,PeRatio,PsRatio,forwardPE,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,fiveYearAvgDividendYield,PegRatio,openInterest,yield,ytdReturn,totalAssets,expireDate,strikePrice,navPrice,volume24Hr,volumeAllCurrencies,circulatingSupply,maxSupply,startDate,0,O&G,Renewable
US49446R1095,1,2,19.3,19.24,18.98,19.44,19.3,19.24,18.98,19.44,0.88,0.0398,08/09/2022 01:00,0.60330003,1.392081,8.11177,3717443,3717443,3679979,5020900,5020900,17.5,0,1300,1100,11810760704,17.71,26.57,7.1679935,21.1358,22.6969,0.43,0.022279793,USD,,,,,,FALSE,United States,Real Estate,REIT—Retail,,,,,,,,34.214287,,,,5.67,,,,,,,,,,,,,,,0,0
JP3784600003,1,2,3420,3380,3380,3445,3420,3380,3380,3445,84,0.024300002,30/08/2022 01:00,0.76089996,0.591758,30.280258,153200,153200,165470,208560,208560,3425,3435,0,0,2.78E+11,3230,4335,2.3395755,3418,3555.575,83.5,0.024415204,JPY,,,,,,FALSE,Japan,Healthcare,Drug Manufacturers—Specialty & Generic,,,,,,,,15.633558,,,,1.59,,,,,,,,,,,,,,,0,0
FI0009000681,1,4,4.6005,4.5835,4.55,4.612,4.6005,4.5835,4.55,4.612,0.08,0.015700001,25/07/2022 01:00,0.069,0.566363,,2594450,2594450,14181136,13955905,13955905,4.575,4.575,0,0,25778063360,4.118,5.769,1.1191796,4.86838,4.8557324,0.2,0.043473534,EUR,,,,,,FALSE,Finland,Technology,Communication Equipment,,,,,,,,1.3184438,,,,,,,,,,,,,,,,,,,0,0
TH1016010007,1,2,33.75,34,32,34,33.75,34,32,34,0.56,0.0147,10/05/2022 01:00,0.1305,0.927554,35.03185,7975856,7975856,9194700,11475270,11475270,32.75,33,0,0,56349810688,28,48,1.209666,35.525,39.88125,0.23,0.006814815,THB,,,,,,FALSE,Thailand,Financial Services,Insurance—Life,,,,,,,,10.543131,,,,2.11,,,,,,,,,,,,,,,0,0
PLPGNIG00014,1,4,5.022,4.98,4.911,5.018,5.022,4.98,4.911,5.018,,,16/07/2021 01:00,0.14479999,0.564907,3.8897638,956058,956058,5016785,3945046,3945046,4.941,4.961,,,28544851968,4.57,7.5,0.27764663,5.7058,5.92611,0.21,0.04181601,PLN,,,,,,FALSE,Poland,Energy,Oil & Gas Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
BMG348041077,1,3,2.6,2.6,2.52,2.6,2.6,2.6,2.52,2.6,0.2,0.0639,22/06/2022 01:00,0.3053,0.987541,,1572000,1572000,2953753,3310144,3310144,2.53,2.54,0,0,10868938752,2.35,3.63,1.193969,2.9126,3.05325,0.019,0.007307692,HKD,,,,,,FALSE,Hong Kong,Consumer Defensive,Packaged Foods,,,,,,,,36.285713,,,,4.85,,,,,,,,,,,,,,,0,0
TRETTRK00010,1,2,315.5,315.8,315.7,340.8,315.5,315.8,315.7,340.8,22.48,0.0713,28/03/2022 01:00,0.71720004,1.594427,10.755739,759466,759466,429931,729049,729049,337.3,337.3,0,0,18001362944,153.2,340.8,1.2042229,250.594,234.241,22.485,0.07126783,TRY,,,,,,FALSE,Turkey,Industrials,Farm & Heavy Construction Machinery,07/10/2022,TTM,,16837919500,9.6727,10.063796,1.126393,6.7151103,18418770738,8.565561,1.232146,,,,,,,,,,,,,,,,0,0
IL0010972607,1,2,37680,38200,37100,38430,37680,38200,37100,38430,9.46,0.020599999,02/12/2021 00:00,0.1698,0.55402,,36535,36535,32617,38813,38813,37730,37810,42900,15900,7.96E+11,37040,52370,360.426,44837.8,46737.25,9.465,0.000251194,ILA,,,,,,FALSE,Israel,Real Estate,Real Estate Services,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
JP3588600001,1,2,1619,1598,1589,1601,1619,1598,1589,1601,40,0.0235,29/09/2022 01:00,0.1975,0.888835,5.4496,241900,241900,302247,327750,327750,1594,1598,0,0,2.73E+11,1550,2012,0.7612149,1633.3,1713.62,32,0.019765288,JPY,,,,,,FALSE,Japan,Communication Services,Broadcasting,,,,,,,,14.61651,,,,1.65,,,,,,,,,,,,,,,0,0
AU000000MQG1,1,2,181.06,184.06,181.57,184.18,181.06,184.06,181.57,184.18,6.22,0.0343,16/05/2022 01:00,0.49330002,1.101102,29.35728,553095,553095,769094,1019972,1019972,182.19,182.26,0,0,1.40E+11,149.51,217.32,8.03742,173.3384,183.97964,3.15,0.017397549,AUD,,,,,,FALSE,Australia,Financial Services,Capital Markets,,,,,,,,26.960058,,,,3.91,,,,,,,,,,,,,,,0,0
KR7034230003,1,2,15700,15700,15550,16300,15700,15700,15550,16300,,,,,,,976064,976064,1176716,1419948,1419948,16150,16200,0,0,1.26E+12,15550,24150,,23650,23650,,,KRW,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
US8589121081,1,2,44.51,44.22,42.91,44.63,44.51,44.22,42.91,44.63,,,,0,1.318859,,405356,405356,387162,520630,520630,30,0,800,800,4006145536,40.35,70.91,1.5156996,49.1368,51.9565,,,USD,,,,,,FALSE,United States,Industrials,Waste Management,,,,,,,,15.195123,,,,,,,,,,,,,,,,,,,0,0
TH0450010Y08,1,2,18.4,18.4,18.1,18.5,18.4,18.4,18.1,18.5,1,0.061300002,09/03/2022 00:00,0.5758,0.207286,14.591593,15364767,15364767,21887152,36149160,36149160,18.3,18.4,0,0,85648687104,15.2,21.6,0.5858542,17.308,18.101,0.72,0.039130438,THB,,,,,,FALSE,Thailand,Consumer Defensive,Packaged Foods,,,,,,,,11.572327,,,,3.6,,,,,,,,,,,,,,,0,0
PTJMT0AE0001,1,2,18.94,18.85,18.76,19.05,18.94,18.85,18.76,19.05,0.79,0.0341,16/05/2022 01:00,0.3671,0.344034,36.238,119477,119477,639444,869496,869496,0,0,0,0,11864833024,17.665,23.3,0.51879466,21.9386,20.595175,0.288,0.015205912,EUR,,,,,,FALSE,Portugal,Consumer Defensive,Food Distribution,,,,,,,,23.02439,,,,,,,,,,,,,,,,,,,0,0
ID1000110802,1,2,920,920,910,925,920,920,910,925,,,12/06/2017 01:00,0,,64.8017,12303600,12303600,16337651,21187390,21187390,910,915,0,0,1.91E+13,875,1225,2.3233433,941.4,950.025,,,IDR,,,,,,FALSE,Indonesia,Real Estate,Real Estate—Development,,,,,,,,10.723075,,,,,,,,,,,,,,,,,,,0,0
US7607591002,1,2,141.17,139.82,133.27,140.225,141.17,139.82,133.27,140.225,1.84,0.013300001,30/06/2022 01:00,0.4277,0.735206,44.1755,2074114,2074114,1013521,1244790,1244790,0,136.85,1100,900,42303647744,113.57,149.17,3.6256435,143.1318,133.09296,1.66,0.011758872,USD,,,,,,FALSE,United States,Industrials,Waste Management,,,,,,,,32.539024,,,,1.74,,,,,,,,,,,,,,,0,0
IL0007590198,1,2,2955,2955,2926,3057,2955,2955,2926,3057,1.86,0.0571,07/02/2022 00:00,0.39020002,0.670854,832.6348,83824,83824,136288,114441,114441,2967,2975,,,6.39E+11,37.4,4100,1017.25323,3311.12,3435.5503,0.012,4.06E-06,ILA,,,,,,FALSE,Israel,Real Estate,Real Estate—Development,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,0,0
CH0012032113,1,2,393.6,395.6,388.4,395.6,393.6,395.6,388.4,395.6,9.3,0.024,17/03/2022 00:00,0.5257,0.297077,23.782148,3225,3225,43829,37863,37863,392.4,392.8,0,0,3.16E+11,341,439.2,4.7179446,384.42,383.981,9.1,0.023119919,CHF,,,,,,FALSE,Switzerland,Healthcare,Drug Manufacturers—General,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,0,0
ZAE000209557,1,2,4915,4887,4863,5029,4915,4887,4863,5029,4.53,0.078600004,06/04/2022 01:00,0.8189,1.118927,,651695,651695,727139,1004206,1004206,4916,4925,0,0,1.78E+12,4686,6218,620.1874,5353.52,5626.781,3.032,0.000616887,ZAc,,,,,,FALSE,South Africa,Real Estate,REIT—Retail,,,,,,,,818.63556,,,,8.68,,,,,,,,,,,,,,,0,0
AU000000LLC3,1,2,10.37,10.37,10.34,10.46,10.37,10.37,10.34,10.46,0.17,0.0166,25/02/2022 00:00,,0.842357,,985300,985300,1318247,1440171,1440171,10.39,10.41,0,0,21470103552,8.72,12.29,2.2543159,9.9196,10.34295,0.183,0.01764706,AUD,,,,,,FALSE,Australia,Real Estate,Real Estate—Diversified,,,,,,,,14.633803,,,,3.15,,,,,,,,,,,,,,,0,0
IT0004056880,1,2,26.77,26.93,26.93,27.79,26.77,26.93,26.93,27.79,0.26,0.0081,23/05/2022 01:00,0.2915,,61.502243,233458,233458,538294,662578,662578,27.42,27.44,0,0,6166181376,24.17,47.59,3.002774,27.5282,33.63975,0.22,0.008218154,EUR,,,,,,FALSE,Italy,Healthcare,Medical Instruments & Supplies,,,,,,,,27.707071,,,,,,,,,,,,,,,,,,,0,0
NZCPTE0001S9,1,4,2.19,2.165,2.165,2.18,2.19,2.165,2.165,2.18,0.06,0.0251,25/05/2022 01:00,0.1017,0.213224,14.155845,1664570,1664570,883022,1027146,1027146,2.175,2.185,,,3046114048,1.905,2.74,16.21999,2.1681,2.258375,0.06,0.027397258,NZD,,,,,,FALSE,New Zealand,Real Estate,REIT—Industrial,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,0,0
IT0001233417,1,4,0.9912,0.985,0.984,1.0065,0.9912,0.985,0.984,1.0065,0.09,0.072,23/05/2022 01:00,0.48459998,1.04504,5.666667,4152363,4152363,7990581,7675254,7675254,1.002,1.003,0,0,3055890176,0.9672,1.942,0.20670253,1.142844,1.428431,0.08,0.08071025,EUR,,,,,,FALSE,Italy,Utilities,Utilities—Diversified,,,,,,,,9.118182,,,,4.63,,,,,,,,,,,,,,,0,0
TH0999010Z03,1,2,94.5,94.5,93.25,94.5,94.5,94.5,93.25,94.5,7.15,0.0808,29/04/2022 01:00,0.7403,0.590452,11.879186,3793223,3793223,3529568,4244000,4244000,94,94.25,0,0,75261566976,86,101.5,4.39818,92.25,93.98625,6.3,0.06666667,THB,,,,,,FALSE,Thailand,Financial Services,Banks—Regional,,,,,,,,10.804598,,,,7.17,,,,,,,,,,,,,,,0,0
PLPGER000010,1,2,6.3,6.25,6.172,6.326,6.3,6.25,6.172,6.326,,,22/09/2016 01:00,0,1.182998,105.118645,608829,608829,2148948,2139202,2139202,6.19,6.198,,,11596252160,6.006,11.115,0.20102717,7.91788,8.88407,,,PLN,,,,,,FALSE,Poland,Utilities,Utilities—Regulated Electric,,,,,,,,4.162416,,,,,,,,,,,,,,,,,,,0,0
CNE100000X85,1,3,2.88,2.88,2.76,2.96,2.88,2.88,2.76,2.96,0.38,0.1286,07/06/2022 01:00,0.9107,1.012383,6.804878,5578300,5578300,6083373,6717077,6717077,2.78,2.79,0,0,45791989760,2.65,7.04,0.99589384,3.4626,4.49,0.32,0.111111104,HKD,,,,,,FALSE,China,Industrials,Farm & Heavy Construction Machinery,06/10/2022,TTM,4.4014,47925585073,0.418083,7.571954,0.498671,4.6499996,46735817388,8.38989,1.01642,,7.3273,,,,,,,,,,,,,,0,0
KR7003000007,1,2,7550,7540,7450,7600,7550,7540,7450,7600,100,0.0105,29/12/2021 00:00,,-0.203936,,101193,101193,738783,263828,263828,7430,7490,0,0,5.13E+11,6980,14200,2.8087142,8623.4,10373.4,,,KRW,,,,,,FALSE,South Korea,Healthcare,Drug Manufacturers—Specialty & Generic,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,0,0
JP3870000001,1,2,4080,4010,3990,4075,4080,4010,3990,4075,30,0.007900001,29/12/2022 00:00,0.1702,0.938188,19.28045,152800,152800,195785,208410,208410,4025,4035,0,0,2.65E+11,3390,4180,1.9704452,3937.6,3759.75,30,0.007352941,JPY,,,,,,FALSE,Japan,Consumer Cyclical,Auto Parts,,,,,,,,17.953402,,,,0.72,,,,,,,,,,,,,,,0,0
CH0024608827,1,2,849.6,845.8,834.6,845.8,849.6,845.8,834.6,845.8,33,0.0319,30/05/2022 01:00,0.4989,1.321034,27.536232,12106,12106,57709,70948,70948,835.6,836.6,0,0,22003269632,767.6,1667,8.406537,934.156,1063.437,27.5,0.032368176,CHF,,,,,,FALSE,Switzerland,Financial Services,Asset Management,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,0,0
CNE100000TW9,1,3,2.84,2.78,2.67,2.79,2.84,2.78,2.67,2.79,0.2,0.0509,16/06/2022 01:00,0.2491,1.23287,6.655122,5030000,5030000,9073299,10402738,10402738,2.68,2.69,0,0,23061209088,2.66,8.14,1.3650669,3.4372,4.3801,0.125,0.044014085,HKD,,,,,,FALSE,China,Utilities,Utilities—Diversified,,,,,,,,6.4047623,,,,,,,,,,,,,,,,,,,0,0
BRKLBNACNPR9,1,4,3.76,0,0,0,3.76,0,0,0,0.29,0.0725,02/08/2022 01:00,0.3019,0.737018,,0,0,2496843,3603340,3603340,3.73,3.75,0,0,22082963456,0,5.22,1.2001368,3.835,4.25135,0.004,0.00106383,BRL,,,,,,FALSE,Brazil,Basic Materials,Paper & Paper Products,,,,,,,,2.1306818,,,,,,,,,,,,,,,,,,,0,0
GB0007908733,1,2,1503.5,1493,1479,1520.5,1503.5,1493,1479,1520.5,0.86,0.048499998,28/07/2022 01:00,0.3405,0.490177,17.006727,440135,440135,4127701,4313453,4313453,1516,1517.5,0,0,16168640512,1479,2166.927,1.8782836,1731.2412,1706.6803,0.804,0.000534752,GBp,,,,,,FALSE,United Kingdom,Utilities,Utilities—Diversified,,,,,,,,0.1509603,,,,6.61,,,,,,,,,,,,,,,0,0
TH1027010004,1,2,39.75,40,38.5,40,39.75,40,38.5,40,1.6,0.0366,31/05/2022 01:00,0.1254,1.022194,130.47139,16813714,16813714,23278250,16954950,16954950,38.5,38.75,0,0,2.18E+11,38.5,52.75,0.4188691,42.23,45.43,0.7,0.017610062,THB,,,,,,FALSE,Thailand,Basic Materials,Chemicals,,,,,,,,9.615384,,,,2.77,,,,,,,,,,,,,,,0,0
PLTLKPL00017,1,2,5.46,5.46,5.406,5.494,5.46,5.46,5.406,5.494,0.25,0.0416,21/06/2022 01:00,0.1748,0.789363,58.31915,699534,699534,2048412,2445220,2445220,5.482,5.494,,,7194357248,5.076,8.875,0.5974387,5.84636,6.88436,,,PLN,,,,,,FALSE,Poland,Communication Services,Telecom Services,,,,,,,,13.705,,,,,,,,,,,,,,,,,,,0,0
SG1B51001017,1,2,35.28,33.51,33.51,36.17,35.28,33.51,33.51,36.17,1.25,0.0446,29/08/2022 01:00,0.3433,,19.472237,439100,439100,446206,623710,623710,35.42,35.45,0,0,13999258624,20.12,36.85,,33.1932,27.16805,0.43,0.012188209,SGD,,,,,,FALSE,Singapore,Consumer Cyclical,Auto Manufacturers,,,,,,,,14.820083,,,,3.85,,,,,,,,,,,,,,,0,0
CNE100000F20,1,3,0.97,0.95,0.92,0.96,0.97,0.95,0.92,0.96,0.12,0.113199994,19/05/2022 01:00,0.2116,0.650694,2.3777566,2077000,2077000,3359230,3080850,3080850,0.92,0.93,0,0,24445794304,0.9,1.37,0.19749476,1.045,1.16915,0.06,0.061855666,HKD,,,,,,FALSE,China,Basic Materials,Building Materials,,,,,,,,2.5135136,,,,4.54,,,,,,,,,,,,,,,0,0
BMG0750C1082,1,2,23.38,23.3,23.19,23.57,23.38,23.3,23.19,23.57,,,,0,1.333333,64.80555,2360832,2360832,2066973,2463940,2463940,0,0,900,1000,5327429120,20.95,34.12,1.149441,24.7476,26.16495,,,USD,,,,,,FALSE,United States,Basic Materials,Specialty Chemicals,,,,,,,,10.187773,,,,,,,,,,,,,,,,,,,0,0
US3635761097,1,2,181.76,181.44,178.85,181.94,181.76,181.44,178.85,181.94,2.04,0.0114,01/09/2022 01:00,0.40240002,0.671775,41.13459,670177,670177,889904,957710,957710,179.39,0,800,800,37123489792,147.32,192,4.4447556,181.5056,167.9785,1.83,0.010068222,USD,,,,,,FALSE,United States,Financial Services,Insurance Brokers,,,,,,,,34.3762,,,,1.8,,,,,,,,,,,,,,,0,0
JP3499800005,1,2,642,634,633,644,642,634,633,644,32,0.0498,29/09/2022 01:00,0.4054,0.787733,10.611395,4594000,4594000,3690596,5046690,5046690,641,643,0,0,9.39E+11,521,687,0.531815,658.76,612.315,25.25,0.039330218,JPY,,,,,,FALSE,Japan,Financial Services,Credit Services,,,,,,,,8.699186,,,,3.95,,,,,,,,,,,,,,,0,0
US4523271090,1,2,218.52,216.59,210.53,219.6,218.52,216.59,210.53,219.6,,,,0,1.097488,49.70093,1553214,1553214,1647917,2550570,2550570,213.2,216,1000,1100,33248135168,173.45,428,7.1409225,206.7588,273.4591,,,USD,,,,,,FALSE,United States,Healthcare,Diagnostics & Research,,,,,,,,29.544445,,,,,,,,,,,,,,,,,,,0,0
GB00BF8Q6K64,1,2,135.95,135.3,134.951,136.9,135.95,135.3,134.951,136.9,0.15,0.0881,07/04/2022 01:00,0.3174,1.237661,2.0585105,1049016,1049016,10817285,12786784,12786784,135.45,135.55,,,2953785600,131.4,265.3,1.7529886,152.013,188.4375,0.146,0.001073924,GBp,,,,,,FALSE,United Kingdom,Financial Services,Asset Management,01/10/2022,TTM,11.9904,2954343705,0.422049,5.076642,1.295121,,,,1.897889,7.21,,,,,,,,,,,,,,,0,0
FR0010208488,1,2,11.95,11.9,11.842,12.082,11.95,11.9,11.842,12.082,0.85,0.0695,27/04/2022 01:00,0.3455,1.05691,4.90813,792264,792264,5340075,5776797,5776797,0,0,0,0,29227532288,9.789,14.606,0.3846487,12.5334,12.34591,0.85,0.07112971,EUR,,,,,,FALSE,France,Utilities,Utilities—Diversified,01/10/2022,TTM,7.5415,28665936067,0.633501,4.813821,0.376082,7.789678,55538936067,3.589874,0.73092,,2.0552,,,,,,,,,,,,,,0,0
TH0902010014,1,4,0.59,0.59,0.58,0.59,0.59,0.59,0.58,0.59,0.02,0.0349,26/05/2022 01:00,0.4719,1.024818,14.625,13595800,13595800,15794122,16009410,16009410,0.585,0.585,0,0,14695725056,0.58,0.74,0.058149897,0.638,0.6637,0.5,0.84745765,SGD,,,,,,FALSE,Thailand,Consumer Defensive,Beverages—Wineries & Distilleries,07/10/2022,TTM,13.1926,14821323813,2.209972,14.651935,1.547081,11.7,21255773744,0.437319,0.08427,2.95,,,,,,,,,,,,,,,0,0
PLPKN0000018,1,2,55.12,54.84,53.96,54.96,55.12,54.84,53.96,54.96,3.5,0.0635,09/08/2022 01:00,0.111499995,0.724458,1.7292993,440031,440031,1807745,1477816,1477816,54.32,54.34,,,34016124928,50.34,91.2,0.18834335,62.4872,70.8796,3.5,0.06349783,PLN,,,,,,FALSE,Poland,Energy,Oil & Gas Integrated,06/10/2022,TTM,6.5703,34178998788,0.598707,1.73758,0.129228,3.681356,51517998788,2.213258,0.285249,3.57,,,,,,,,,,,,,,,1,0
TH0148A10Z06,1,2,12.7,12.7,12.3,12.7,12.7,12.7,12.3,12.7,0.9,0.0709,14/09/2022 01:00,0.1178,1.212074,2.9285717,110535627,110535627,147845991,107628590,107628590,12.3,12.4,,,1.25E+11,10.1,15,22.207779,13.564,12.1505,0.02,0.001574803,THB,,,,,,FALSE,Thailand,Energy,Thermal Coal,06/10/2022,TTM,3.712,1.05E+11,1.033241,2.92508,0.456921,3.170103,2.93E+11,126.612253,52.244288,4.63,,,,,,,,,,,,,,,1,0
CA9004352071,1,2,41.01,40.91,40.89,41.49,41.01,40.91,40.89,41.49,,,,0,1.618843,11.150943,283426,283426,605901,435860,435860,41.35,41.38,0,0,8324926464,12.15,42,4.337291,37.0406,32.45355,0,0,CAD,,,,,,FALSE,Canada,Basic Materials,Copper,06/10/2022,TTM,32.7869,8252501600,0.664502,11.142566,3.154148,36.9375,13162322166,13.609785,6.857576,,,,,,,,,,,,,,,,0,0
HK0363006039,1,3,8.76,8.76,8.52,8.76,8.76,8.76,8.52,8.76,0.84,0.0959,21/09/2022 01:00,0.4082,0.744116,3.436,1103402,1103402,538939,1092430,1092430,8.59,8.63,0,0,9339133952,8.3,12.52,0.24803579,10.3896,11.2225,0.96,0.10958903,HKD,,,,,,FALSE,Hong Kong,Industrials,Conglomerates,01/10/2022,TTM,,9241298600,0.201006,3.401361,0.245437,2.5264707,41105592600,4.425659,1.091713,6.07,,,,,,,,,,,,,,,0,0
US94106L1098,1,2,166.63,165.13,158.88,165.75,166.63,165.13,158.88,165.75,2.6,0.0163,08/09/2022 01:00,0.4795,0.752763,31.193735,2929776,2929776,1606915,2004710,2004710,0,161.68,800,1000,65885757440,138.58,175.98,3.462023,169.2764,158.2213,2.45,0.014703235,USD,,,,,,FALSE,United States,Industrials,Waste Management,06/10/2022,TTM,25.8398,68874130190,9.579156,32.608611,3.672147,24.984325,82257130190,15.941304,4.322271,1.79,2.2998,,,,,,,,,,,,,,0,0
SA0007879543,1,2,39.35,39.5,39.3,39.5,39.35,39.5,39.3,39.5,1.6,0.040700004,08/08/2022 01:00,,0.280185,6.894737,2133855,2133855,5423683,3866698,3866698,39.3,39.35,,,1.96E+11,37.1,48.88,2.9842055,40.3984,42.8888,1.6,0.04066074,SAR,,,,,,FALSE,Saudi Arabia,Communication Services,Telecom Services,07/10/2022,TTM,36.9004,1.96E+11,2.7334,17.035088,2.988467,15.846774,1.94E+11,8.283004,2.946891,4.08,,,,,,,,,,,,,,,0,0
IL0010972789,1,2,2078,2115,2052,2125,2078,2115,2052,2125,1.38,0.0664,22/08/2022 01:00,0.52709997,0.337762,8.093023,881321,881321,555811,977253,977253,2071,2075,41000,4612900,9682786304,19.65,2811,10.272958,2304.28,2371.0798,1.02,0.000490857,ILA,,,,,,FALSE,Israel,Real Estate,Real Estate Services,06/10/2022,TTM,,9763272644,1.169015,8.054264,9.781041,,17043835644,10.049129,18.082667,5.88,,,,,,,,,,,,,,,0,0
JP3494600004,1,2,8400,8250,8170,8340,8400,8250,8170,8340,322,0.040900003,30/03/2023 01:00,0.2595,1.524967,7.334314,632900,632900,623036,780130,780130,8270,8290,0,0,3.86E+11,7800,13320,0.8951571,9252.6,10594.2,293,0.03488095,JPY,,,,,,FALSE,Japan,Technology,Semiconductor Equipment & Materials,04/10/2022,TTM,7.7821,3.67E+11,1.467863,7.281166,0.937646,8.440023,2.50E+11,3.125406,0.580003,1.33,,,,,,,,,,,,,,,0,0
AU000000IAG3,1,4,4.83,4.78,4.75,4.83,4.83,4.78,4.75,4.83,0.1,0.021,18/08/2022 01:00,1.4253999,0.158322,36.615387,4234487,4234487,6291949,8159063,8159063,4.75,4.76,0,0,11733876736,4.02,5.43,1.5492312,4.5936,4.47845,0.11,0.022774328,AUD,,,,,,FALSE,Australia,Financial Services,Insurance—Property & Casualty,04/10/2022,TTM,14.2248,11339460947,1.855925,34.808702,1.360205,13.222222,13537460947,,1.524489,4.06,,,,,,,,,,,,,,,0,0
IT0003828271,1,2,36.1,36,35.86,36.4,36.1,36,35.86,36.4,1.14,0.0308,23/05/2022 01:00,0.6962,0.248181,23,51064,51064,183978,218057,218057,36.33,36.35,0,0,7470450688,35.86,57.22,4.389918,40.7244,44.10955,0.57,0.015789473,EUR,,,,,,FALSE,Italy,Healthcare,Drug Manufacturers—General,06/10/2022,TTM,15.1286,7612307238,5.095638,23.436709,4.549103,16.593607,9066447238,16.493176,5.327786,2.41,,,,,,,,,,,,,,,0,0
TH0765010Z08,1,2,72.5,72.5,72.25,73,72.5,72.5,72.25,73,,,08/12/2020 00:00,0,0.685758,,12382754,12382754,22547977,32060620,32060620,72.75,73,0,0,1.04E+12,58.5,75.25,88.802505,72.19,67.41375,0,0,THB,,,,,,FALSE,Thailand,Industrials,Airports & Air Services,05/10/2022,TTM,86.2069,1.03E+12,10.062339,205.833333,90.096265,89.02439,1.09E+12,-171.750236,94.834759,,,,,,,,,,,,,,,,0,0
PLKGHM000017,1,2,92.2,91.36,90.6,92.76,92.2,91.36,90.6,92.76,3,0.0321,06/07/2022 01:00,0.0908,1.409829,2.8801758,113781,113781,667674,835953,835953,91.82,91.96,,,18364000256,80.68,193.6,0.5528661,97.6044,132.1336,3,0.032537963,PLN,,,,,,FALSE,Poland,Basic Materials,Copper,06/10/2022,TTM,,18712000000,0.592396,2.830862,0.563224,10.627315,21868000000,2.038024,0.658219,,,,,,,,,,,,,,,,0,0
CNE1000002S8,1,3,6.29,6.29,5.95,6.38,6.29,6.29,5.95,6.38,,,16/07/2021 01:00,,-0.147625,54.598103,14761000,14761000,28912367,31487275,31487275,6.25,6.26,0,0,74292428800,2.88,8.65,5.2704916,6.3828,4.5305,0,0,HKD,,,,,,FALSE,China,Industrials,Marine Shipping,06/10/2022,TTM,6.93,77397239928,0.925604,,1.930304,12.775511,1.03E+11,-77.387638,7.317955,3.04,,,,,,,,,,,,,,,0,0
JP3164800009,1,2,1152,1125,1123,1140,1152,1125,1123,1140,50,0.0444,30/03/2023 01:00,0.41099998,0.782023,9.182513,296700,296700,446890,443670,443670,1129,1132,0,0,1.93E+11,1019,1392,0.28134048,1209.24,1180.275,60,0.052083332,JPY,,,,,,FALSE,Japan,Consumer Cyclical,Auto Parts,07/10/2022,TTM,,1.99E+11,0.389765,9.469012,0.290127,7.3721294,1.70E+11,3.887511,0.247429,2.81,,,,,,,,,,,,,,,0,0
ES0118900010,1,2,23.49,23.38,23.37,23.62,23.49,23.38,23.37,23.62,0.56,0.0233,11/05/2022 01:00,0.3433,0.92041,13.852941,87600,87600,835339,1039316,1039316,23.54,23.56,0,0,17148779520,22.19,28.07,2.4126027,25.2048,24.87015,0,0,EUR,,,,,,FALSE,Spain,Industrials,Infrastructure Operations,02/10/2022,TTM,45.045,17032272598,4.209657,13.775086,2.701354,102.3913,23503272598,15.232192,3.306594,2.94,,,,,,,,,,,,,,,0,0
IT0003492391,1,2,117.85,116.5,116.15,119.1,117.85,116.5,116.15,119.1,1.05,0.009,23/05/2022 01:00,0.19590001,0.258451,22.15485,18312,18312,99280,87729,87729,118.7,118.75,0,0,6393119744,106.2,204.4,4.541613,129.928,130.50775,1.05,0.008909631,EUR,,,,,,FALSE,Italy,Healthcare,Diagnostics & Research,06/10/2022,TTM,24.6305,6288138240,4.070941,21.791045,4.676438,24.791231,7277836240,13.193592,5.170107,0.8,4.989,,,,,,,,,,,,,,0,0
TH0143010Z08,1,2,8.8,8.8,8.7,8.85,8.8,8.8,8.7,8.85,0.5,0.056799997,25/08/2022 01:00,0.8065,0.745356,14.112903,31461556,31461556,33283522,44148960,44148960,8.75,8.8,0,0,1.05E+11,8,9.9,3.1256747,8.816,8.94525,0.5,0.05681818,THB,,,,,,FALSE,Thailand,Real Estate,Real Estate—Development,07/10/2022,TTM,11.5741,1.05E+11,2.084629,14.193548,3.165121,11.824325,1.61E+11,14.182191,4.84965,6.95,1.297,,,,,,,,,,,,,,0,0
